-0.044563994 0.046539094 0.013269095 -0.020998266
-0.04363321 0.24146827 0.012849129 -0.3094653
-0.038803846 0.046165615 0.0066598235 -0.012757954
-0.037880536 -0.1490512 0.0064046644 0.28201875
-0.04086156 0.045978803 0.01204504 -0.008637297
-0.03994198 -0.1493138 0.011872293 0.2878215
-0.04292826 -0.34460303 0.017628724 0.58422506
-0.04982032 -0.14973241 0.029313225 0.29714715
-0.052814968 -0.3452597 0.03525617 0.5989289
-0.059720162 -0.15064831 0.047234748 0.31755644
-0.06273313 -0.3464101 0.053585876 0.6247534
-0.06966133 -0.5422376 0.06608094 0.9338197
-0.08050608 -0.34806633 0.08475734 0.6626122
-0.08746741 -0.5442589 0.09800959 0.98073345
-0.09835258 -0.7405481 0.11762425 1.302523
-0.113163546 -0.93694925 0.14367472 1.629591
-0.13190253 -1.1334378 0.17626654 1.9633821
-0.039751574 0.017307635 -0.010742326 0.016984606
-0.03940542 -0.17765862 -0.010402634 0.30625895
-0.042958595 -0.3726308 -0.004277455 0.59564304
-0.05041121 -0.17744926 0.007635406 0.30161583
-0.053960197 -0.3726792 0.013667723 0.59669703
-0.06141378 -0.17775115 0.025601663 0.30835044
-0.0649688 -0.37322837 0.031768672 0.6089962
-0.07243337 -0.17856458 0.0439486 0.32648632
-0.07600466 -0.3742838 0.050478324 0.6326984
-0.083490334 -0.5700723 0.06313229 0.9408414
-0.09489178 -0.76598567 0.08194912 1.2526746
-0.1102115 -0.9620562 0.10700261 1.5698595
-0.12945262 -1.1582805 0.1383998 1.8939112
-0.15261823 -1.3546059 0.17627802 2.2261431
-0.044016104 0.0026987244 -0.04597093 0.04779441
-0.04396213 -0.19173492 -0.04501504 0.32562608
-0.047796827 -0.386188 -0.03850252 0.60378027
-0.055520587 -0.19054931 -0.026426917 0.29922277
-0.059331574 -0.3852848 -0.02044246 0.5834554
-0.06703727 -0.5801145 -0.008773352 0.8696292
-0.07863956 -0.775116 0.008619232 1.1595409
-0.09414188 -0.9703492 0.03181005 1.4549139
-0.11354887 -1.165847 0.060908325 1.7573626
-0.1368658 -1.3616037 0.096055575 2.0683494
-0.16409788 -1.5575626 0.13742256 2.3891296
-0.19524913 -1.7535987 0.18520516 2.7206867
-0.0037063258 0.0129647935 0.044704843 0.019927783
-0.00344703 0.20741807 0.045103397 -0.25832185
0.0007013313 0.40186805 0.03993696 -0.5364443
0.008738693 0.20620799 0.029208075 -0.23144989
0.012862852 0.40090066 0.024579078 -0.5147784
0.020880865 0.595668 0.014283509 -0.7996156
0.032794226 0.7905911 -0.0017088036 -1.0877713
0.04860605 0.59549177 -0.023464229 -0.79562503
0.060515884 0.40069956 -0.039376732 -0.510415
0.068529874 0.5963535 -0.049585033 -0.8152422
0.08045694 0.792118 -0.06588987 -1.1231002
0.096299306 0.59791887 -0.088351876 -0.8517911
0.10825768 0.7941271 -0.1053877 -1.1708971
0.124140225 0.60052145 -0.12880564 -0.9130266
0.13615066 0.7971285 -0.14706618 -1.2432584
0.15209322 0.9937993 -0.17193134 -1.5781618
0.1719692 0.80109185 -0.20349458 -1.3436615
-0.0046529695 0.040278185 -0.045910772 0.04221768
-0.0038474058 -0.15415637 -0.04506642 0.32006916
-0.0069305333 0.041577447 -0.038665038 0.013521497
-0.0060989843 0.23723195 -0.038394608 -0.29110563
-0.0013543451 0.43287975 -0.04421672 -0.59564626
0.0073032496 0.2384036 -0.05612964 -0.31721264
0.012071322 0.43427822 -0.062473897 -0.6270553
0.020756885 0.24008135 -0.075015 -0.35468364
0.025558513 0.4361853 -0.08210868 -0.67004603
0.03428222 0.63234705 -0.095509596 -0.9874102
0.046929162 0.8286091 -0.1152578 -1.3084987
0.06350134 1.0249873 -0.14142777 -1.6349224
0.08400109 1.2214574 -0.17412622 -1.9681264
0.02816094 -0.048438594 -0.007301889 0.019533725
0.02719217 -0.24345507 -0.0069112144 0.30990392
0.022323068 -0.43847787 -0.00071313645 0.60039926
0.01355351 -0.63358986 0.011294848 0.89285743
0.00088171335 -0.4386229 0.029151998 0.6037463
-0.007890744 -0.6341402 0.041226923 0.9054671
-0.020573547 -0.8297954 0.059336267 1.2108178
-0.037169456 -1.0256312 0.08355262 1.5214891
-0.05768208 -0.8316123 0.1139824 1.256012
-0.074314326 -1.0279938 0.13910264 1.5821111
-0.0948742 -1.2244701 0.17074487 1.9147433
-0.119363606 -1.4209706 0.20903973 2.2551634
0.03643525 0.02937449 0.025117686 -0.03879113
0.03702274 0.22412741 0.024341863 -0.32344455
0.04150529 0.41889444 0.017872972 -0.6083528
0.04988318 0.613762 0.005705917 -0.8953531
0.062158417 0.4185632 -0.012201144 -0.600882
0.070529684 0.22361402 -0.024218785 -0.3120671
0.07500196 0.41907248 -0.030460127 -0.6122884
0.08338341 0.6146066 -0.042705894 -0.91440743
0.09567554 0.4200875 -0.060994044 -0.6354465
0.104077294 0.6160047 -0.073702976 -0.94669706
0.11639739 0.42194855 -0.09263691 -0.6780521
0.124836355 0.61822706 -0.10619796 -0.99840385
0.1372009 0.42467278 -0.12616603 -0.74087155
0.14569436 0.62128985 -0.14098346 -1.0704474
0.15812016 0.81796575 -0.16239241 -1.4038463
0.17447947 1.0146888 -0.19046934 -1.7425823
0.00074009754 -0.023911612 -0.018529978 -0.01657186
0.0002618653 0.17147112 -0.018861415 -0.31504312
0.0036912875 -0.023377158 -0.025162278 -0.028367644
0.0032237445 0.17209643 -0.025729632 -0.32888213
0.006665673 -0.022649964 -0.032307275 -0.04442291
0.0062126736 -0.21729411 -0.033195734 0.23789425
0.0018667916 -0.021714026 -0.028437847 -0.06507199
0.001432511 -0.21641695 -0.029739287 0.21850471
-0.002895828 -0.41110143 -0.025369193 0.5016603
-0.011117857 -0.6058568 -0.015335987 0.78624153
-0.023234993 -0.41052753 0.00038884283 0.4887735
-0.031445544 -0.21541107 0.010164313 0.19621314
-0.035753764 -0.02043597 0.014088576 -0.09324614
-0.036162484 0.17448124 0.012223653 -0.38145104
-0.03267286 -0.020812122 0.004594632 -0.08493921
-0.0330891 0.17424367 0.0028958477 -0.376169
-0.029604228 -0.020919295 -0.004627532 -0.0825744
-0.030022614 -0.21597461 -0.00627902 0.20864496
-0.034342106 -0.020763438 -0.002106121 -0.08601205
-0.034757376 -0.21585514 -0.003826362 0.20600565
-0.039074477 -0.41092217 0.00029375096 0.4974791
-0.04729292 -0.21580435 0.010243333 0.20488876
-0.05160901 -0.020830374 0.0143411085 -0.08454538
-0.052025616 0.1740831 0.0126502 -0.3726694
-0.048543952 -0.021216253 0.0051968126 -0.07602473
-0.048968278 0.1738308 0.003676318 -0.36706352
-0.045491662 0.36890033 -0.0036649525 -0.658585
-0.038113657 0.17382959 -0.016836653 -0.36705834
-0.034637064 -0.021049125 -0.02417782 -0.07973144
-0.035058048 0.17441092 -0.025772447 -0.3799434
-0.031569827 0.3698892 -0.033371314 -0.6806397
-0.024172043 0.56545836 -0.04698411 -0.9836395
-0.012862876 0.76117724 -0.0666569 -1.2907021
0.0023606685 0.5669632 -0.092470944 -1.0196105
0.013699933 0.7631877 -0.11286315 -1.3398376
0.028963687 0.95953506 -0.1396599 -1.6655961
0.048154388 1.1559787 -0.17297183 -1.9983191
0.0017577066 0.04038352 -0.009087145 -0.00983419
0.0025653772 -0.15460694 -0.009283829 0.27996784
-0.0005267616 -0.34959522 -0.003684472 0.5697083
-0.0075186663 -0.54466534 0.007709693 0.86122817
-0.018411972 -0.7398914 0.024934256 1.1563252
-0.0332098 -0.9353294 0.04806076 1.456721
-0.051916387 -1.1310071 0.07719518 1.764023
-0.07453653 -0.93683815 0.11247564 1.4963099
-0.09327329 -1.1331335 0.14240184 1.8218906
-0.11593596 -1.3295212 0.17883965 2.155215
0.040727235 -0.01527685 -0.00053309865 -0.024365215
0.0404217 -0.21039115 -0.0010204029 0.26814947
0.036213875 -0.40549853 0.0043425863 0.5605104
0.028103905 -0.21043779 0.015552794 0.26919875
0.023895148 -0.015541203 0.020936769 -0.018538438
0.023584325 -0.21095705 0.020566 0.28067607
0.019365184 -0.40636626 0.02617952 0.57977384
0.011237859 -0.6018451 0.037775 0.8805875
-0.00079904345 -0.7974593 0.05538675 1.1849027
-0.016748229 -0.6030978 0.079084806 0.91008294
-0.028810184 -0.7991958 0.09728646 1.2265372
-0.0447941 -0.9954262 0.12181721 1.5480481
-0.06470262 -1.1917816 0.15277816 1.8761245
-0.08853826 -1.3882053 0.19030066 2.2120702
